src_url_tx,src_prod_nm,name,isBlog,type,certNumber
http://www.nerdwallet.com/checking-accounts/details/consumers-credit-union-seriously-interest-checking,Consumers Credit Union62172CUINTCK,Consumers Credit Union,0,CU,62172
http://www.nerdwallet.com/checking-accounts/details/citizens-bank-cb-money-market-account,Citizens Bank6103BKINTCK,Citizens Bank,0,BK,6103
http://www.nerdwallet.com/checking-accounts/details/union-national-bank-and-trust-company-super-now-checking,Union National Bank & Trust Company5325BKINTCK,Union National Bank & Trust Company,0,BK,5325
http://www.nerdwallet.com/blog/banking/capital-one-bank-review/?utm_medium=AAABOX&utm_source=zendesk,Capital One 3604297IBINTCK0,Capital One ,1,IB,3604297
http://www.nerdwallet.com/blog/banking-news/ing-direct-capital-one/,ING Direct4297IBSAV0,ING Direct,1,IB,4297
http://www.nerdwallet.com/blog/banking-news/ing-direct-capital-one/,ING Direct35489IBINTCK,ING Direct,1,IB,35489
http://www.nerdwallet.com/checking-accounts/details/coulee-bank-kasasa-cash,Coulee Bank18361BKINTCK,Coulee Bank,0,BK,18361
http://www.nerdwallet.com/checking-accounts/details/first-financial-credit-union-transition-checking,First Financial Credit Union68450CUINTCK,First Financial Credit Union,0,CU,68450
http://www.nerdwallet.com/checking-accounts/details/security-state-bank-of-marine-regular-checking,Security State Bank of Marine10163BKINTCK,Security State Bank of Marine,0,BK,10163
https://www.nerdwallet.com/checking-accounts/details/the-first-national-bank-of-layton-easy-checking,The First National Bank of Layton2260BKINTCK,The First National Bank of Layton,0,BK,2260
http://www.nerdwallet.com/checking-accounts/details/port-alliance-federal-credit-union-smart-choice-checking,PortAlliance Federal Credit Union12630CUINTCK,PortAlliance Federal Credit Union,0,CU,12630
http://www.nerdwallet.com/checking-accounts/details/stark-federal-credit-union-free-checking,Stark Federal Credit Union14120CUINTCK,Stark Federal Credit Union,0,CU,14120
http://www.nerdwallet.com/checking-accounts/details/872-usc-credit-union-cardinal-checking-student,USC Credit Union68459CUINTCK,USC Credit Union,0,CU,68459
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Eloan.com34967IBCD60,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Eloan.com34967IBCD24,Eloan.com,0,IB,34967
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,ableBanking19690IBCD48,ableBanking,0,IB,19690
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,MyCBB58037IBCD6,MyCBB,0,IB,58037
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Compass Bank19048BKCD60,Compass Bank,0,BK,19048
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Synchrony Bank27314IBCD12,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Citizens State Bank12501BKCD6,Citizens State Bank,0,BK,12501
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Compass Bank19048BKCD24,Compass Bank,0,BK,19048
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Providence Bank of Texas58560SLSAV0,Providence Bank of Texas,0,SL,58560
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,ConnectOne Bank6431IBCD48,ConnectOne Bank,0,IB,6431
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Barclays57203IBSAV0,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,First United Bank & Trust Company4239BKCD23,First United Bank & Trust Company,0,BK,4239
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Synchrony Bank27314IBSAV0,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Discover5649IBCD36,Discover,0,IB,5649
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Quorum Federal Credit Union22769CUSAV0,Quorum Federal Credit Union,0,CU,22769
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Capital One 3604297IBCD36,Capital One ,0,IB,3604297
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Dallas-TX,Oklahoma Heritage Bank22855BKMM0,Oklahoma Heritage Bank,0,BK,22855
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Illinois,iGObanking.com58564IBMM0,iGObanking.com,0,IB,58564
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Sallie Mae Bank58177IBCD36,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,First Internet Bank of Indiana34607IBCD24,First Internet Bank of Indiana,0,IB,34607
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Compass Bank19048BKCD60,Compass Bank,0,BK,19048
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,CIT Bank35575IBCD12,CIT Bank,0,IB,35575
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Barclays57203IBCD24,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,First Internet Bank of Indiana34607IBCD48,First Internet Bank of Indiana,0,IB,34607
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Providence Bank of Texas58560SLCD12,Providence Bank of Texas,0,SL,58560
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Community Bank3510BKCD18,Community Bank,0,BK,3510
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Industry State Bank12506BKCD18,Industry State Bank,0,BK,12506
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Barclays57203IBCD48,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Fort-Worth-TX,Bank5 Connect23286IBCD24,Bank,0, C,5
http://www.nerdwallet.com/rates/municipal-bonds,US Generic Govt 5 Year Yield0IBBOND60,US Generic Govt ,0, Y,5
http://www.nerdwallet.com/rates/municipal-bonds,Vanguard California Tax-Exempt Money Market Fund0IBBOND0,Vanguard California Tax-Exempt Money Market Fund,0,IB,0
http://www.nerdwallet.com/rates/Municipal-Bonds,Vanguard Ohio Tax-Exempt Money Market Fund0IBBOND0,Vanguard Ohio Tax-Exempt Money Market Fund,0,IB,0
https://www.nerdwallet.com/rates/municipal-bonds,Fidelity Municipal Money Market Fund16777215IBBOND0,Fidelity Municipal Money Market Fund,0,IB,16777215
http://www.nerdwallet.com/rates/municipal-bonds,Vanguard Ohio Tax-Exempt Money Market Fund0IBBOND0,Vanguard Ohio Tax-Exempt Money Market Fund,0,IB,0
http://www.nerdwallet.com/checking-accounts/details/1010-1st-united-services-credit-union-1st-basic-checking,1st United Services Credit Union63958CUINTCK,,0,st,1
undefined,Synchrony Bank27314IBCD36,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/money-market-rates,Pinnacle Bank11256BKMM0,Pinnacle Bank,0,BK,11256
https://www.nerdwallet.com/rates/Money-Market-Rates,Regions Bank12368BKMM0,Regions Bank,0,BK,12368
http://www.nerdwallet.com/rates/Money-Market-Rates,Farmers Deposit Bank266BKMM0,Farmers Deposit Bank,0,BK,266
http://www.nerdwallet.com/rates/money-market-rates,Bank of Oskaloosa18610BKMM0,Bank of Oskaloosa,0,BK,18610
http://www.nerdwallet.com/rates/money-market-rates,United Financial Bank of Florida32441SLMM0,United Financial Bank of Florida,0,SL,32441
http://www.nerdwallet.com/rates/Money-Market-Rates,Neighbors Federal Credit Union9229CUMM0,Neighbors Federal Credit Union,0,CU,9229
http://www.nerdwallet.com/rates/Money-Market-Rates,Citizens State Bank of Ouray1779BKMM0,Citizens State Bank of Ouray,0,BK,1779
http://www.nerdwallet.com/rates/money-market-rates,Upstate National Bank13748BKMM0,Upstate National Bank,0,BK,13748
http://www.nerdwallet.com/rates/money-market-rates,Martinsville First Savings Bank29685SLMM0,Martinsville First Savings Bank,0,SL,29685
http://www.nerdwallet.com/rates/Money-Market-Rates,Grand Bank of Texas22040BKMM0,Grand Bank of Texas,0,BK,22040
http://www.nerdwallet.com/rates/Money-Market-Rates,First National Bank of Tom Bean5557BKMM0,First National Bank of Tom Bean,0,BK,5557
http://www.nerdwallet.com/rates/Money-Market-Rates,Citizens Savings Bank31184SLMM0,Citizens Savings Bank,0,SL,31184
http://www.nerdwallet.com/rates/money-market-rates,Orlando Federal Credit Union1213CUMM0,Orlando Federal Credit Union,0,CU,1213
https://www.nerdwallet.com/rates/Money-Market-Rates,Citibank7213BKMM0,Citibank,0,BK,7213
http://www.nerdwallet.com/rates/money-market-rates,Leaders Credit Union61185CUMM0,Leaders Credit Union,0,CU,61185
http://www.nerdwallet.com/rates/Money-Market-Rates,Wells Fargo3511IBMM0,Wells Fargo,0,IB,3511
http://www.nerdwallet.com/rates/Money-Market-Rates,Desert Schools Federal Credit Union3238CUMM0,Desert Schools Federal Credit Union,0,CU,3238
https://www.nerdwallet.com/rates/Money-Market-Rates,Bethpage Federal Credit Union4735CUMM0,Bethpage Federal Credit Union,0,CU,4735
https://www.nerdwallet.com/rates/money-market-rates,BECU62604CUMM0,BECU,0,CU,62604
http://www.nerdwallet.com/rates/money-market-rates,Family Bank29357SLMM0,Family Bank,0,SL,29357
http://www.nerdwallet.com/rates/money-market-rates,Franklin Federal Savings Bank28798SLMM0,Franklin Federal Savings Bank,0,SL,28798
http://www.nerdwallet.com/rates/Money-Market-Rates,Santa Anna National Bank5520BKMM0,Santa Anna National Bank,0,BK,5520
http://www.nerdwallet.com/rates/Money-Market-Rates,Blue Ridge Bank6872BKMM0,Blue Ridge Bank,0,BK,6872
http://www.nerdwallet.com/rates/Money-Market-Rates,M&T Bank588BKMM0,M&T Bank,0,BK,588
http://www.nerdwallet.com/rates/money-market-rates,HeritageWest Credit Union13242CUMM0,HeritageWest Credit Union,0,CU,13242
https://www.nerdwallet.com/rates/Money-Market-Rates,Bank of Southside Virginia11580BKMM0,Bank of Southside Virginia,0,BK,11580
https://www.nerdwallet.com/rates/Money-Market-Rates,East West Bank31628BKMM0,East West Bank,0,BK,31628
http://www.nerdwallet.com/rates/Money-Market-Rates,Farmington Bank18208BKMM0,Farmington Bank,0,BK,18208
https://www.nerdwallet.com/rates/money-market-rates,Lake Michigan Credit Union62514CUMM0,Lake Michigan Credit Union,0,CU,62514
http://www.nerdwallet.com/rates/Money-Market-Rates,Members Credit Union60002CUMM0,Members Credit Union,0,CU,60002
http://www.nerdwallet.com/rates/Money-Market-Rates,Sunshine Savings Bank58452SLMM0,Sunshine Savings Bank,0,SL,58452
http://www.nerdwallet.com/rates/money-market-rates,North Arundel Savings Bank31109SLMM0,North Arundel Savings Bank,0,SL,31109
http://www.nerdwallet.com/rates/Money-Market-Rates,Community State Bank18272BKMM0,Community State Bank,0,BK,18272
http://www.nerdwallet.com/rates/money-market-rates,Meetinghouse Bank26715SLMM0,Meetinghouse Bank,0,SL,26715
http://www.nerdwallet.com/rates/money-market-rates,Technology Credit Union68383CUMM0,Technology Credit Union,0,CU,68383
http://www.nerdwallet.com/rates/Money-Market-Rates,1st Cameron State Bank32487SLMM0,,0,st,1
http://www.nerdwallet.com/rates/money-market-rates,One South Bank15813BKMM0,One South Bank,0,BK,15813
http://www.nerdwallet.com/rates/money-market-rates,Citizens National Bank of Quitman14731BKMM0,Citizens National Bank of Quitman,0,BK,14731
http://www.nerdwallet.com/rates/Money-Market-Rates,Spratt Savings & Loan Association30987SLMM0,Spratt Savings & Loan Association,0,SL,30987
http://www.nerdwallet.com/rates/money-market-rates,Homewood Federal Savings Bank31267SLMM0,Homewood Federal Savings Bank,0,SL,31267
https://www.nerdwallet.com/rates/checking-account,MyCBB58037IBINTCK0,MyCBB,0,IB,58037
https://www.nerdwallet.com/rates/checking-account,Bank5 Connect23286IBINTCK0,Bank,0, C,5
http://www.nerdwallet.com/rates/checking-account,Ally Bank57803IBINTCK0,Ally Bank,0,IB,57803
https://www.nerdwallet.com/rates/checking-account,Money One Federal Credit Union7264CUINTCK0,Money One Federal Credit Union,0,CU,7264
http://www.nerdwallet.com/rates/checking-account,Citibank7213IBINTCK0,Citibank,0,IB,7213
https://www.nerdwallet.com/rates/checking-account,US Bank National Association6548BKINTCK0,US Bank National Association,0,BK,6548
http://www.nerdwallet.com/rates/checking-account,HSBC57890BKINTCK0,HSBC,0,BK,57890
https://www.nerdwallet.com/rates/checking-account,Zions Bank2270IBINTCK0,Zions Bank,0,IB,2270
https://www.nerdwallet.com/rates/checking-account,USAA Federal Savings Bank32188IBINTCK0,USAA Federal Savings Bank,0,IB,32188
http://www.nerdwallet.com/rates/Checking-Account,EverBank34775IBINTCK0,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/Checking-Account,Wells Fargo3511IBINTCK0,Wells Fargo,0,IB,3511
https://www.nerdwallet.com/rates/checking-account,State Employees Credit Union66310CUINTCK0,State Employees Credit Union,0,CU,66310
https://www.nerdwallet.com/rates/checking-account,First Internet Bank of Indiana34607IBINTCK0,First Internet Bank of Indiana,0,IB,34607
http://www.nerdwallet.com/rates/checking-account,United Prairie Bank10958BKINTCK0,United Prairie Bank,0,BK,10958
http://www.nerdwallet.com/rates/checking-account,Radius Bank32551IBINTCK0,Radius Bank,0,IB,32551
http://www.nerdwallet.com/rates/checking-account,Western States Bank Company34186BKINTCK0,Western States Bank Company,0,BK,34186
http://www.nerdwallet.com/rates/checking-account,Oklahoma Heritage Bank22855BKINTCK0,Oklahoma Heritage Bank,0,BK,22855
http://www.nerdwallet.com/rates/checking-account,Citizens Community Bank35326BKINTCK0,Citizens Community Bank,0,BK,35326
http://www.nerdwallet.com/rates/checking-account,Countryside Bank21952BKINTCK0,Countryside Bank,0,BK,21952
http://www.nerdwallet.com/rates/Checking-Account,Citizens Bank Company10266BKINTCK0,Citizens Bank Company,0,BK,10266
http://www.nerdwallet.com/rates/checking-account,BayCoast Bank90196BKINTCK0,BayCoast Bank,0,BK,90196
https://www.nerdwallet.com/rates/checking-account,FirstBank18714BKINTCK0,FirstBank,0,BK,18714
http://www.nerdwallet.com/rates/checking-account,Regions Bank12368BKINTCK0,Regions Bank,0,BK,12368
http://www.nerdwallet.com/rates/checking-account,Ambler Savings Bank28701BKINTCK0,Ambler Savings Bank,0,BK,28701
http://www.nerdwallet.com/rates/checking-account,Somerset Trust Company11112BKINTCK0,Somerset Trust Company,0,BK,11112
https://www.nerdwallet.com/rates/checking-account,First Savings Bank Northwest29058BKINTCK0,First Savings Bank Northwest,0,BK,29058
http://www.nerdwallet.com/rates/Checking-Account,Compass Bank19048BKINTCK0,Compass Bank,0,BK,19048
https://www.nerdwallet.com/rates/checking-account,Magna Bank34937SLINTCK0,Magna Bank,0,SL,34937
http://www.nerdwallet.com/rates/checking-account,Lewiston State Bank9208BKINTCK0,Lewiston State Bank,0,BK,9208
http://www.nerdwallet.com/rates/Checking-Account,Sea Air Federal Credit Union7817CUINTCK0,Sea Air Federal Credit Union,0,CU,7817
http://www.nerdwallet.com/rates/checking-account,Comerica Bank983BKINTCK0,Comerica Bank,0,BK,983
http://www.nerdwallet.com/rates/checking-account,Coastal Community Bank34403BKINTCK0,Coastal Community Bank,0,BK,34403
http://www.nerdwallet.com/rates/checking-account,Commerce Bank of Oregon58223BKINTCK0,Commerce Bank of Oregon,0,BK,58223
http://www.nerdwallet.com/rates/checking-account,Doral Bank32102BKINTCK0,Doral Bank,0,BK,32102
http://www.nerdwallet.com/rates/checking-account,Phoenixville Federal Bank & Trust29995SLINTCK0,Phoenixville Federal Bank & Trust,0,SL,29995
http://www.nerdwallet.com/rates/checking-account,Ripley Federal Savings Bank29323SLINTCK0,Ripley Federal Savings Bank,0,SL,29323
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,ableBanking19690IBCD48,ableBanking,0,IB,19690
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,First Internet Bank of Indiana34607IBCD60,First Internet Bank of Indiana,0,IB,34607
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,First National Bank of Shiner5529BKCD12,First National Bank of Shiner,0,BK,5529
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Barclays57203IBSAV0,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,First National Bank15149BKCD12,First National Bank,0,BK,15149
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Synchrony Bank27314IBSAV0,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,HomeBank Texas17094BKCD12,HomeBank Texas,0,BK,17094
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,First Internet Bank of Indiana34607IBCD48,First Internet Bank of Indiana,0,IB,34607
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Patelco Credit Union68579CUMM0,Patelco Credit Union,0,CU,68579
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Stockmans Bank12285BKCD36,Stockmans Bank,0,BK,12285
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Bank5 Connect23286IBCD24,Bank,0, C,5
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Providence Bank of Texas58560SLCD12,Providence Bank of Texas,0,SL,58560
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Bank5 Connect23286IBCD36,Bank,0, C,5
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Home Savings & Loan Association of Oklahoma City0SLCD48,Home Savings & Loan Association of Oklahoma City,0,SL,0
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,First United Bank & Trust Company4239BKCD12,First United Bank & Trust Company,0,BK,4239
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Meridian Bank Texas11895BKCD48,Meridian Bank Texas,0,BK,11895
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Synergy Federal Credit Union23605CUCD12,Synergy Federal Credit Union,0,CU,23605
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Compass Bank19048BKCD48,Compass Bank,0,BK,19048
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Enterprise Bank58629BKCD36,Enterprise Bank,0,BK,58629
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Barclays57203IBCD24,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Houston-TX,Chartway Federal Credit Union13242CUCD60,Chartway Federal Credit Union,0,CU,13242
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,Synchrony Bank27314IBCD24,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,Gulf Coast Bank & Trust Company32974IBCD48,Gulf Coast Bank & Trust Company,0,IB,32974
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,MySavingsDirect12054IBCD6,MySavingsDirect,0,IB,12054
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,Naugatuck Valley Savings & Loan30365BKCD48,Naugatuck Valley Savings & Loan,0,BK,30365
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,Nationwide Bank34710IBCD48,Nationwide Bank,0,IB,34710
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,Sallie Mae Bank58177IBCD12,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,Ally Bank57803IBMM0,Ally Bank,0,IB,57803
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,BAC Florida Bank21265IBCD24,BAC Florida Bank,0,IB,21265
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,EverBank34775IBCD60,EverBank,0,IB,34775
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,CIT Bank58978IBSAV0,CIT Bank,0,IB,58978
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,Signature Bank57053BKCD12,Signature Bank,0,BK,57053
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Connecticut,CIT Bank35575IBCD24,CIT Bank,0,IB,35575
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Massachusetts,Synchrony Bank27314IBCD60,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Massachusetts,Rockland Federal Credit Union24224CUCD18,Rockland Federal Credit Union,0,CU,24224
http://www.nerdwallet.com/checking-accounts/details/803-sharonview-federal-credit-union-freedom-checking,Sharonview Federal Credit Union22458CUINTCK,Sharonview Federal Credit Union,0,CU,22458
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Hawaii,Barclays57203IBSAV0,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Hawaii,CIT Bank58978IBCD60,CIT Bank,0,IB,58978
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Hawaii,Capital One 3604297IBCD48,Capital One ,0,IB,3604297
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Hawaii,CIT Bank35575IBCD60,CIT Bank,0,IB,35575
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/Hawaii,ConnectOne Bank6431IBCD48,ConnectOne Bank,0,IB,6431
http://www.nerdwallet.com/checking-accounts/details/496-regions-lifegreen-simple-checking,Regions12368BKINTCK,Regions,0,BK,12368
http://www.nerdwallet.com/checking-accounts/details/801-nefcu-go-green-checking,NEFCU2760CUINTCK,NEFCU,0,CU,2760
http://www.nerdwallet.com/checking-accounts/details/570-capital-one-360-360-checking,Capital One 3604297100IBINTCK,Capital One ,0,IB,3604297100
https://www.nerdwallet.com/checking-accounts/details/570-capital-one-360-360-checking,Capital One 3604297100IBINTCK,Capital One ,0,IB,3604297100
https://www.nerdwallet.com/checking-accounts/details/570-capital-one-360-360-checking,Capital One 3604297IBINTCK,Capital One ,0,IB,3604297
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Hampshire,Nationwide Bank34710IBCD48,Nationwide Bank,0,IB,34710
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Hampshire,Service Credit Union68375CUCD24,Service Credit Union,0,CU,68375
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Hampshire,Gulf Coast Bank & Trust Company32974IBCD48,Gulf Coast Bank & Trust Company,0,IB,32974
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Hampshire,Synchrony Bank27314IBCD24,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Hampshire,MySavingsDirect12054IBCD6,MySavingsDirect,0,IB,12054
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Hampshire,Haverhill Bank26411SLCD24,Haverhill Bank,0,SL,26411
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-Hampshire,Salem Co-Operative Bank27824SLCD48,Salem Co-Operative Bank,0,SL,27824
http://www.nerdwallet.com/checking-accounts/student-checking,Salem Five Direct23296IBINTCK,Salem Five Direct,0,IB,23296
http://www.nerdwallet.com/checking-accounts/student-checking,Schwab Bank57450IBINTCK,Schwab Bank,0,IB,57450
https://www.nerdwallet.com/checking-accounts/student-checking,PNC6384BKINTCK,PNC,0,BK,6384
https://www.nerdwallet.com/checking-accounts/student-checking,BankMobile34444IBINTCK,BankMobile,0,IB,34444
https://www.nerdwallet.com/checking-accounts/student-checking,Regions12368BKINTCK,Regions,0,BK,12368
https://www.nerdwallet.com/checking-accounts/student-checking,Simple35444IBINTCK,Simple,0,IB,35444
http://www.nerdwallet.com/checking-accounts/student-checking,Ridgewood Savings Bank16026BKINTCK,Ridgewood Savings Bank,0,BK,16026
http://www.nerdwallet.com/checking-accounts/student-checking,MyCBB58037IBINTCK,MyCBB,0,IB,58037
https://www.nerdwallet.com/checking-accounts/student-checking,Northwest Federal Credit Union5500CUINTCK,Northwest Federal Credit Union,0,CU,5500
https://www.nerdwallet.com/checking-accounts/student-checking,Chase628BKINTCK,Chase,0,BK,628
http://www.nerdwallet.com/checking-accounts/student-checking,Marquette Bank16250BKINTCK,Marquette Bank,0,BK,16250
https://www.nerdwallet.com/checking-accounts/student-checking,Mocse Federal Credit Union12805CUINTCK,Mocse Federal Credit Union,0,CU,12805
https://www.nerdwallet.com/checking-accounts/student-checking,Wells Fargo3511BKINTCK,Wells Fargo,0,BK,3511
http://www.nerdwallet.com/checking-accounts/student-checking,USAA Federal Savings Bank32188IBINTCK,USAA Federal Savings Bank,0,IB,32188
https://www.nerdwallet.com/checking-accounts/student-checking,TD Bank18409BKINTCK,TD Bank,0,BK,18409
http://www.nerdwallet.com/checking-accounts/student-checking,Santander Bank29950BKINTCK,Santander Bank,0,BK,29950
http://www.nerdwallet.com/checking-accounts/student-checking,CoastHills Federal Credit Union12525CUINTCK,CoastHills Federal Credit Union,0,CU,12525
http://www.nerdwallet.com/checking-accounts/student-checking,Salem Five Bank23296BKINTCK,Salem Five Bank,0,BK,23296
http://www.nerdwallet.com/checking-accounts/student-checking,Chimecard100001IBINTCK,Chimecard,0,IB,100001
http://www.nerdwallet.com/checking-accounts/student-checking,First Community Credit Union60103CUINTCK,First Community Credit Union,0,CU,60103
http://www.nerdwallet.com/checking-accounts/student-checking,Summit Credit Union63020CUINTCK,Summit Credit Union,0,CU,63020
http://www.nerdwallet.com/checking-accounts/student-checking,HSBC57890BKINTCK,HSBC,0,BK,57890
http://www.nerdwallet.com/checking-accounts/student-checking,SchoolsFirst Federal Credit Union24212CUINTCK,SchoolsFirst Federal Credit Union,0,CU,24212
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,GE Capital Bank33778IBCD60,GE Capital Bank,0,IB,33778
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,ConnectOne Bank57919BKCD60,ConnectOne Bank,0,BK,57919
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,Sallie Mae Bank58177IBSAV0,Sallie Mae Bank,0,IB,58177
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,Bethpage Federal Credit Union4735CUCD24,Bethpage Federal Credit Union,0,CU,4735
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,Community Federal Savings Bank57129SLCD36,Community Federal Savings Bank,0,SL,57129
http://www.nerdwallet.com/rates/cds/best-cd-rates/New-York-NY,Gulf Coast Bank & Trust Company32974IBCD48,Gulf Coast Bank & Trust Company,0,IB,32974
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,Barclays57203IBCD12,Barclays,0,IB,57203
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,United International Bank57987BKCD12,United International Bank,0,BK,57987
http://www.nerdwallet.com/rates/cds/best-cd-rates/New-York-NY,Ally Bank57803IBSAV0,Ally Bank,0,IB,57803
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,Synchrony Bank27314IBMM0,Synchrony Bank,0,IB,27314
http://www.nerdwallet.com/rates/CDs/Best-CD-Rates/New-York-NY,Maspeth Federal Savings & Loan Association30303SLCD12,Maspeth Federal Savings & Loan Association,0,SL,30303
